customer_no,Full_Date,deliquency_months,recovery_amt,recovery_branch
12946,2018-11-01,6 Month,1.18,Mumbai
12947,2018-03-01,24 Months and more,3.53,Nasik
12948,2017-07-01,60 Days,2.94,Delhi
12950,2017-10-01,12 Months,15.38,Gandhinagar
12951,2017-12-01,60 Days,2.94,Ranchi
12952,2018-02-01,90 Days,8.39,Aurangabad
12954,2017-05-01,24 Months and more,13.98,Mumbai
12955,2018-05-01,6 Month,5.59,Chandigarh
12957,2017-11-01,12 Months,16.78,Srinagar
12958,2018-03-01,24 Months and more,12.95,Pune
12959,2018-03-01,24 Months and more,15.38,Aurangabad
12964,2018-06-01,12 Months,2.36,Ranchi
12965,2017-04-01,6 Month,6.48,Nasik
12967,2017-02-01,6 Month,6.99,Delhi
12968,2017-11-01,90 Days,9.79,Nagpur
12969,2017-08-01,60 Days,1.77,Jaipur
12970,2018-04-01,90 Days,4.71,Shillong
12971,2017-04-01,12 Months,1.77,Aurangabad
12972,2017-03-01,24 Months and more,1.77,Bhopal
12973,2018-11-01,60 Days,10.6,Srinagar
12974,2018-03-01,30 Days,5.3,Ranchi
12975,2017-04-01,24 Months and more,9.79,Gandhinagar
12976,2017-02-01,12 Months,1.18,Srinagar
12977,2017-05-01,30 Days,5.59,Bengaluru
12978,2017-12-01,6 Month,3.53,Shillong
12979,2018-02-01,6 Month,9.79,Nasik
12980,2017-02-01,12 Months,1.18,Mumbai
12982,2018-02-01,6 Month,9.79,Shillong
12983,2018-08-01,6 Month,2.8,Shillong
12986,2018-01-01,12 Months,13.98,Ranchi
12987,2018-05-01,90 Days,11.78,Shillong
12988,2017-10-01,6 Month,2.36,Jaipur
12989,2018-03-01,6 Month,11.19,Gandhinagar
12990,2017-10-01,60 Days,3.53,Gandhinagar
12992,2017-01-01,30 Days,5.3,Nasik
12993,2017-12-01,6 Month,3.53,Mumbai
12994,2017-09-01,24 Months and more,13.98,Bengaluru
12995,2018-11-01,6 Month,2.36,Shillong
12996,2017-11-01,12 Months,4.2,Jaipur
12997,2017-03-01,6 Month,5.3,Chennai
12998,2017-11-01,12 Months,5.89,Nagpur
12999,2017-10-01,6 Month,6.99,Nagpur
13000,2017-05-01,30 Days,2.36,Delhi
13001,2017-02-01,24 Months and more,13.98,Chandigarh
13002,2017-05-01,60 Days,13.98,Bhopal
13003,2018-12-01,12 Months,8.39,Aurangabad
13006,2017-11-01,90 Days,13.98,Delhi
13007,2018-01-01,30 Days,15.38,Srinagar
13008,2017-10-01,6 Month,3.53,Gandhinagar
13010,2018-05-01,90 Days,5.59,Aurangabad
13011,2018-09-01,60 Days,15.38,Gandhinagar
13012,2018-03-01,60 Days,1.18,Nagpur
13013,2018-03-01,90 Days,2.94,Delhi
13014,2017-02-01,60 Days,2.36,Nasik
13015,2018-07-01,30 Days,1.18,Pune
13016,2018-03-01,90 Days,0.59,Bhopal
13017,2017-12-01,24 Months and more,4.12,Nagpur
13019,2018-03-01,90 Days,3.53,Nagpur
13020,2018-02-01,90 Days,6.48,Jaipur
13022,2017-03-01,30 Days,12.59,Jaipur
13024,2017-04-01,30 Days,6.99,Pune
13025,2017-06-01,30 Days,12.59,Chennai
13026,2017-12-01,30 Days,0.59,Bhopal
13028,2017-04-01,6 Month,8.24,Srinagar
13030,2017-10-01,30 Days,8.24,Nasik
13031,2017-09-01,30 Days,12.59,Bengaluru
13034,2017-04-01,30 Days,15.38,Nasik
13036,2017-07-01,24 Months and more,2.36,Mumbai
13037,2018-10-01,24 Months and more,10.6,Chennai
13038,2017-10-01,30 Days,1.18,Nasik
13039,2018-01-01,6 Month,7.07,Bengaluru
13042,2017-02-01,90 Days,4.2,Srinagar
13043,2017-07-01,24 Months and more,8.39,Bhopal
13044,2018-08-01,6 Month,15.38,Delhi
13045,2017-07-01,24 Months and more,5.89,Gandhinagar
13046,2018-11-01,30 Days,5.3,Mumbai
13051,2018-10-01,6 Month,1.77,Pune
13052,2018-10-01,30 Days,1.18,Ranchi
13054,2017-06-01,6 Month,7.07,Chennai
13055,2017-08-01,60 Days,5.89,Nagpur
13056,2017-08-01,24 Months and more,6.48,Ranchi
13057,2018-07-01,30 Days,1.18,Nagpur
13059,2017-03-01,90 Days,5.3,Mumbai
13061,2018-02-01,60 Days,2.94,Delhi
13062,2017-04-01,12 Months,9.79,Pune
13063,2017-12-01,60 Days,12.95,Shillong
13064,2017-12-01,60 Days,11.19,Aurangabad
13066,2018-08-01,60 Days,1.77,Bhopal
13067,2018-09-01,6 Month,7.07,Mumbai
13068,2017-11-01,12 Months,3.53,Nasik
13069,2018-07-01,12 Months,0.59,Delhi
13070,2017-02-01,24 Months and more,2.8,Jaipur
13071,2017-12-01,60 Days,8.24,Gandhinagar
13074,2018-06-01,6 Month,5.3,Aurangabad
13075,2017-12-01,6 Month,12.59,Mumbai
13076,2018-10-01,6 Month,11.78,Bhopal
13077,2018-09-01,30 Days,12.59,Gandhinagar
13078,2018-09-01,12 Months,11.78,Nagpur
13079,2017-03-01,60 Days,13.98,Bengaluru
13082,2017-05-01,6 Month,1.4,Srinagar
13083,2017-12-01,30 Days,0.59,Srinagar
13085,2018-10-01,12 Months,4.2,Bengaluru
13086,2018-04-01,60 Days,2.8,Nagpur
13087,2018-03-01,24 Months and more,4.12,Aurangabad
13088,2018-06-01,90 Days,2.36,Gandhinagar
13089,2018-10-01,60 Days,4.71,Chandigarh
13090,2018-09-01,24 Months and more,2.36,Bhopal
13091,2017-09-01,60 Days,13.98,Shillong
13094,2017-02-01,90 Days,12.59,Chennai
13095,2018-11-01,30 Days,1.18,Pune
13096,2018-10-01,12 Months,3.53,Jaipur
13097,2017-09-01,90 Days,3.53,Bengaluru
13098,2017-05-01,6 Month,1.18,Nagpur
13099,2018-10-01,24 Months and more,2.8,Aurangabad
13100,2018-07-01,60 Days,3.53,Chennai
13102,2017-10-01,24 Months and more,4.12,Srinagar
13103,2018-01-01,90 Days,14.13,Bhopal
13104,2017-12-01,60 Days,6.99,Mumbai
13105,2017-11-01,6 Month,4.12,Jaipur
13107,2018-11-01,60 Days,2.36,Nasik
13108,2018-08-01,30 Days,2.94,Gandhinagar
13109,2018-04-01,60 Days,7.07,Bengaluru
13110,2018-07-01,60 Days,11.19,Srinagar
13111,2018-09-01,6 Month,16.78,Ranchi
13114,2018-05-01,90 Days,5.89,Mumbai
13115,2017-05-01,90 Days,6.99,Delhi
13116,2017-08-01,6 Month,14.13,Gandhinagar
13118,2018-12-01,6 Month,2.8,Pune
13119,2017-01-01,24 Months and more,5.59,Bhopal
13120,2017-02-01,6 Month,5.59,Bengaluru
13121,2018-11-01,6 Month,10.6,Chandigarh
13122,2017-04-01,60 Days,4.12,Pune
13123,2018-05-01,12 Months,4.71,Gandhinagar
13124,2018-03-01,90 Days,2.36,Srinagar
13125,2018-09-01,6 Month,5.89,Chandigarh
13126,2017-06-01,6 Month,1.77,Chennai
13127,2017-10-01,12 Months,13.98,Srinagar
13129,2018-04-01,90 Days,12.95,Mumbai
13130,2018-07-01,90 Days,6.48,Chennai
13133,2018-02-01,12 Months,9.42,Bhopal
13134,2017-09-01,60 Days,7.07,Bengaluru
13135,2018-05-01,60 Days,9.79,Gandhinagar
13136,2018-06-01,6 Month,5.89,Mumbai
13142,2018-11-01,90 Days,1.18,Chennai
13144,2017-05-01,30 Days,2.36,Bengaluru
13146,2018-04-01,90 Days,4.71,Chandigarh
13150,2017-09-01,60 Days,1.77,Delhi
13152,2018-04-01,24 Months and more,7.07,Nagpur
13153,2017-10-01,24 Months and more,12.59,Bengaluru
13154,2018-03-01,60 Days,1.18,Ranchi
13155,2017-03-01,24 Months and more,1.18,Gandhinagar
13159,2017-09-01,12 Months,7.07,Delhi
13160,2017-10-01,60 Days,0.59,Chennai
13161,2017-12-01,24 Months and more,2.94,Chandigarh
13162,2017-06-01,24 Months and more,8.39,Pune
13164,2018-06-01,60 Days,1.77,Chennai
13165,2017-11-01,6 Month,4.71,Shillong
13166,2018-12-01,30 Days,9.79,Bhopal
13167,2017-10-01,6 Month,1.77,Nagpur
13169,2017-02-01,12 Months,14.13,Ranchi
13171,2017-08-01,90 Days,1.77,Mumbai
13172,2018-10-01,6 Month,2.94,Nagpur
13175,2018-11-01,30 Days,2.94,Srinagar
13177,2017-11-01,24 Months and more,3.53,Pune
13178,2018-03-01,24 Months and more,11.78,Delhi
13179,2018-03-01,30 Days,5.3,Gandhinagar
13180,2017-06-01,30 Days,1.4,Shillong
13182,2017-10-01,24 Months and more,11.19,Mumbai
13183,2018-12-01,12 Months,2.94,Nagpur
13184,2017-09-01,90 Days,2.36,Aurangabad
13185,2018-07-01,60 Days,4.71,Shillong
13186,2018-10-01,60 Days,1.18,Aurangabad
13187,2018-02-01,30 Days,3.53,Pune
13189,2017-09-01,90 Days,16.78,Chandigarh
13191,2017-05-01,60 Days,7.07,Bengaluru
13192,2018-11-01,24 Months and more,6.48,Bhopal
13193,2018-03-01,12 Months,6.99,Bengaluru
13194,2018-01-01,24 Months and more,2.94,Nasik
13195,2018-08-01,24 Months and more,6.48,Ranchi
13196,2017-03-01,90 Days,5.89,Nagpur
13197,2018-09-01,24 Months and more,2.94,Delhi
13198,2017-05-01,90 Days,2.94,Mumbai
13200,2018-12-01,12 Months,14.13,Aurangabad
13202,2018-08-01,12 Months,12.59,Chandigarh
13204,2017-03-01,6 Month,7.07,Shillong
13205,2018-04-01,60 Days,15.38,Srinagar
13206,2017-06-01,90 Days,2.94,Aurangabad
13207,2018-10-01,24 Months and more,4.12,Bengaluru
13208,2017-08-01,12 Months,4.12,Shillong
13209,2018-05-01,12 Months,8.39,Pune
13210,2018-09-01,6 Month,13.98,Chandigarh
13212,2017-10-01,6 Month,2.36,Mumbai
13213,2017-08-01,12 Months,1.18,Delhi
13214,2017-11-01,90 Days,5.3,Nasik
13216,2018-11-01,90 Days,2.36,Ranchi
13217,2017-06-01,30 Days,2.36,Mumbai
13218,2017-04-01,6 Month,8.24,Srinagar
13219,2017-10-01,90 Days,3.53,Srinagar
13220,2018-12-01,30 Days,14.13,Aurangabad
13221,2017-12-01,60 Days,2.94,Mumbai
13224,2017-04-01,30 Days,10.6,Delhi
13226,2018-11-01,24 Months and more,14.13,Nasik
13230,2018-03-01,24 Months and more,3.53,Gandhinagar
13233,2018-07-01,6 Month,11.78,Aurangabad
13234,2018-01-01,60 Days,13.98,Nagpur
13235,2017-04-01,60 Days,10.6,Bengaluru
13236,2018-08-01,12 Months,13.98,Chandigarh
13237,2017-03-01,24 Months and more,1.18,Gandhinagar
13238,2017-05-01,12 Months,2.94,Aurangabad
13239,2017-06-01,30 Days,7.07,Mumbai
13240,2018-06-01,90 Days,16.78,Ranchi
13241,2018-01-01,90 Days,4.71,Nagpur
13242,2017-11-01,12 Months,4.12,Bengaluru
13243,2018-10-01,6 Month,4.2,Shillong
13245,2018-03-01,60 Days,4.12,Nagpur
13246,2017-11-01,90 Days,3.53,Ranchi
13248,2018-08-01,6 Month,4.71,Chandigarh
13250,2017-07-01,12 Months,5.89,Bengaluru
13251,2017-12-01,12 Months,1.77,Shillong
13252,2017-10-01,60 Days,6.48,Jaipur
13253,2017-04-01,60 Days,1.77,Aurangabad
13254,2017-12-01,90 Days,1.18,Mumbai
13257,2017-04-01,24 Months and more,7.07,Mumbai
13258,2018-07-01,6 Month,4.12,Mumbai
13259,2018-07-01,12 Months,7.07,Nasik
13260,2017-09-01,6 Month,5.89,Bengaluru
13261,2018-07-01,60 Days,3.53,Aurangabad
13266,2018-07-01,24 Months and more,7.07,Srinagar
13269,2018-07-01,12 Months,3.53,Nagpur
13271,2017-03-01,24 Months and more,2.94,Chandigarh
13272,2017-02-01,12 Months,8.24,Srinagar
13276,2018-05-01,30 Days,2.94,Chennai
13277,2018-07-01,30 Days,2.8,Chandigarh
13279,2018-03-01,12 Months,2.36,Mumbai
13282,2017-07-01,30 Days,3.53,Ranchi
13284,2018-06-01,6 Month,0.59,Gandhinagar
13285,2018-06-01,30 Days,4.2,Chandigarh
13289,2018-03-01,90 Days,7.07,Jaipur
13292,2018-06-01,6 Month,5.3,Pune
13295,2018-02-01,12 Months,1.4,Mumbai
13297,2018-09-01,6 Month,7.07,Srinagar
13299,2018-04-01,30 Days,5.3,Mumbai
13300,2018-04-01,90 Days,5.89,Chennai
13301,2017-06-01,30 Days,4.12,Bhopal
13302,2017-09-01,12 Months,5.89,Aurangabad
13303,2017-02-01,12 Months,14.13,Gandhinagar
13304,2017-03-01,24 Months and more,4.12,Aurangabad
13305,2018-08-01,24 Months and more,1.18,Bengaluru
13306,2017-04-01,60 Days,2.8,Nasik
13308,2017-02-01,90 Days,1.18,Bengaluru
13310,2018-11-01,6 Month,15.38,Delhi
13311,2017-11-01,12 Months,16.78,Aurangabad
13312,2017-01-01,90 Days,16.78,Delhi
13313,2017-11-01,6 Month,1.18,Bhopal
13315,2018-06-01,12 Months,1.77,Aurangabad
13316,2018-03-01,60 Days,5.3,Aurangabad
13319,2017-05-01,24 Months and more,9.42,Nasik
13320,2017-03-01,24 Months and more,10.6,Aurangabad
13321,2018-04-01,12 Months,4.12,Bengaluru
13322,2017-12-01,90 Days,1.18,Bengaluru
13323,2018-04-01,60 Days,16.78,Jaipur
13324,2017-04-01,60 Days,13.98,Gandhinagar
13325,2018-08-01,12 Months,2.8,Aurangabad
13326,2018-09-01,6 Month,2.94,Bengaluru
13327,2017-06-01,30 Days,15.38,Chennai
13329,2018-11-01,24 Months and more,2.36,Bengaluru
13330,2017-11-01,12 Months,5.59,Chennai
13331,2017-01-01,90 Days,16.78,Delhi
13332,2017-11-01,24 Months and more,4.12,Chandigarh
13333,2018-06-01,90 Days,9.79,Ranchi
13335,2017-07-01,6 Month,1.77,Pune
13336,2017-11-01,90 Days,6.48,Srinagar
13338,2017-07-01,60 Days,2.94,Shillong
13339,2017-03-01,90 Days,6.48,Aurangabad
13340,2018-03-01,60 Days,11.19,Gandhinagar
13341,2018-03-01,60 Days,12.59,Mumbai
13343,2017-06-01,24 Months and more,2.36,Mumbai
13344,2017-11-01,30 Days,4.12,Bengaluru
13346,2018-12-01,24 Months and more,4.12,Bengaluru
13347,2018-06-01,60 Days,1.18,Chennai
13349,2017-08-01,30 Days,11.19,Bhopal
13350,2017-12-01,6 Month,10.6,Nagpur
13351,2017-10-01,60 Days,6.99,Nagpur
13352,2017-10-01,60 Days,4.12,Pune
13353,2018-01-01,60 Days,11.19,Srinagar
13355,2017-07-01,12 Months,15.38,Shillong
13358,2018-07-01,12 Months,3.53,Delhi
13361,2017-09-01,24 Months and more,13.98,Bhopal
13362,2018-09-01,24 Months and more,5.89,Nagpur
13364,2018-02-01,12 Months,16.78,Srinagar
13366,2017-02-01,24 Months and more,1.18,Gandhinagar
13367,2018-11-01,6 Month,3.53,Chandigarh
13368,2018-04-01,6 Month,3.53,Gandhinagar
13369,2017-09-01,90 Days,5.3,Jaipur
13371,2017-10-01,12 Months,5.89,Delhi
13372,2017-10-01,24 Months and more,1.18,Nagpur
13373,2018-12-01,12 Months,10.6,Nasik
13374,2017-08-01,90 Days,6.99,Bengaluru
13375,2018-02-01,90 Days,3.53,Delhi
13376,2017-02-01,24 Months and more,13.98,Aurangabad
13377,2018-12-01,60 Days,5.3,Aurangabad
13380,2018-01-01,12 Months,1.4,Jaipur
13381,2018-03-01,12 Months,13.98,Chandigarh
13382,2018-06-01,90 Days,5.89,Mumbai
13383,2017-04-01,90 Days,12.59,Chandigarh
13384,2018-02-01,6 Month,2.94,Srinagar
13386,2017-08-01,12 Months,4.2,Shillong
13389,2018-09-01,12 Months,7.07,Bengaluru
13390,2018-09-01,60 Days,4.71,Mumbai
13391,2017-12-01,12 Months,4.71,Srinagar
13393,2018-07-01,60 Days,12.59,Srinagar
13395,2017-03-01,6 Month,13.98,Bhopal
13396,2018-04-01,90 Days,6.48,Mumbai
13397,2018-06-01,12 Months,15.38,Mumbai
13400,2018-05-01,90 Days,6.48,Gandhinagar
13401,2018-01-01,12 Months,4.12,Chandigarh
13402,2017-03-01,24 Months and more,2.36,Aurangabad
13403,2018-01-01,6 Month,4.2,Bhopal
13405,2018-03-01,60 Days,12.59,Chennai
13407,2018-08-01,30 Days,7.07,Gandhinagar
13408,2017-06-01,60 Days,5.59,Nagpur
13409,2017-07-01,90 Days,12.59,Srinagar
13411,2017-04-01,24 Months and more,2.36,Nasik
13413,2018-11-01,60 Days,16.78,Jaipur
13415,2018-02-01,24 Months and more,1.18,Ranchi
13416,2018-02-01,24 Months and more,4.71,Bengaluru
13417,2017-02-01,30 Days,6.48,Ranchi
13418,2018-02-01,12 Months,13.98,Chandigarh
13420,2017-11-01,60 Days,5.89,Shillong
13423,2017-04-01,90 Days,5.3,Ranchi
13425,2017-05-01,6 Month,2.94,Delhi
13426,2017-10-01,30 Days,1.77,Chennai
13428,2017-05-01,90 Days,7.07,Nagpur
13430,2018-12-01,6 Month,2.8,Delhi
13431,2018-01-01,24 Months and more,1.77,Delhi
13432,2018-05-01,60 Days,11.19,Aurangabad
13437,2017-05-01,24 Months and more,3.53,Bengaluru
13438,2017-05-01,12 Months,2.36,Srinagar
13440,2017-06-01,30 Days,1.77,Shillong
13443,2018-02-01,6 Month,13.98,Srinagar
13444,2018-05-01,6 Month,10.6,Bhopal
13445,2018-03-01,60 Days,5.89,Chennai
13446,2017-09-01,6 Month,4.71,Nagpur
13448,2018-07-01,6 Month,10.6,Chennai
13449,2018-12-01,90 Days,2.94,Pune
13450,2018-07-01,24 Months and more,4.71,Nagpur
13451,2017-01-01,12 Months,2.8,Gandhinagar
13452,2018-12-01,12 Months,2.36,Jaipur
13453,2018-05-01,30 Days,7.07,Srinagar
13456,2018-01-01,12 Months,4.71,Delhi
13457,2018-01-01,12 Months,12.59,Srinagar
13458,2017-08-01,30 Days,0.59,Mumbai
13459,2017-02-01,6 Month,15.38,Jaipur
13461,2017-12-01,6 Month,5.59,Chennai
13462,2018-01-01,60 Days,0.59,Srinagar
13464,2018-05-01,6 Month,2.94,Ranchi
13465,2017-12-01,90 Days,12.59,Bhopal
13467,2017-01-01,24 Months and more,8.39,Delhi
13468,2017-08-01,6 Month,8.39,Chandigarh
13469,2017-06-01,6 Month,4.12,Bhopal
13470,2018-11-01,60 Days,6.48,Chandigarh
13471,2018-02-01,24 Months and more,6.99,Ranchi
13472,2018-04-01,90 Days,12.59,Chandigarh
13473,2017-07-01,30 Days,2.94,Chandigarh
13474,2018-12-01,60 Days,5.3,Ranchi
13476,2018-06-01,24 Months and more,7.07,Mumbai
13477,2017-09-01,24 Months and more,14.13,Nagpur
13478,2018-03-01,90 Days,4.12,Delhi
13480,2017-02-01,30 Days,5.89,Aurangabad
13481,2017-03-01,24 Months and more,7.07,Bhopal
13482,2017-01-01,24 Months and more,9.79,Shillong
13483,2017-03-01,30 Days,5.59,Shillong
13484,2018-02-01,60 Days,2.8,Delhi
13485,2017-09-01,90 Days,1.4,Nasik
13486,2017-09-01,90 Days,5.89,Delhi
13487,2018-06-01,30 Days,10.6,Shillong
13491,2017-06-01,60 Days,4.12,Chandigarh
13494,2017-05-01,12 Months,4.12,Chandigarh
13495,2017-07-01,6 Month,4.12,Srinagar
13496,2018-12-01,12 Months,1.4,Ranchi
13497,2018-06-01,12 Months,9.42,Shillong
13498,2018-07-01,12 Months,13.98,Bengaluru
13500,2018-09-01,24 Months and more,5.59,Nasik
13501,2017-11-01,30 Days,6.48,Jaipur
13502,2017-12-01,6 Month,2.94,Gandhinagar
13503,2017-06-01,90 Days,9.79,Bengaluru
13504,2017-06-01,90 Days,0.59,Bengaluru
13505,2018-03-01,6 Month,5.89,Nagpur
13506,2018-06-01,60 Days,7.07,Bhopal
13507,2017-04-01,30 Days,6.48,Mumbai
13508,2018-10-01,24 Months and more,12.59,Chennai
13512,2018-09-01,30 Days,11.19,Nasik
13513,2018-01-01,30 Days,4.2,Pune
13515,2018-04-01,12 Months,8.39,Delhi
13517,2018-10-01,6 Month,2.36,Mumbai
13519,2018-11-01,90 Days,1.77,Jaipur
13521,2017-11-01,12 Months,1.18,Pune
13523,2018-05-01,30 Days,1.77,Aurangabad
13525,2018-05-01,24 Months and more,1.18,Gandhinagar
13526,2017-01-01,24 Months and more,5.3,Nagpur
13531,2018-06-01,6 Month,4.12,Srinagar
13532,2017-01-01,30 Days,1.77,Pune
13533,2017-08-01,6 Month,1.77,Nasik
13535,2018-09-01,24 Months and more,5.89,Shillong
13536,2018-08-01,30 Days,10.6,Shillong
13537,2018-05-01,24 Months and more,2.8,Jaipur
13539,2018-12-01,60 Days,6.48,Chennai
13540,2018-11-01,90 Days,6.48,Shillong
13541,2018-01-01,12 Months,3.53,Aurangabad
13542,2018-11-01,12 Months,15.38,Nasik
13544,2017-12-01,60 Days,2.8,Nagpur
13545,2018-11-01,12 Months,6.48,Nasik
13547,2018-11-01,60 Days,2.94,Nasik
13551,2017-09-01,90 Days,5.3,Jaipur
13552,2017-03-01,30 Days,5.3,Nasik
13553,2017-05-01,30 Days,9.79,Ranchi
13554,2017-06-01,12 Months,13.98,Nagpur
13555,2018-11-01,6 Month,8.39,Jaipur
13557,2018-02-01,90 Days,2.36,Gandhinagar
13558,2017-11-01,90 Days,12.95,Nasik
13559,2018-05-01,6 Month,11.19,Bengaluru
13560,2017-04-01,12 Months,11.19,Chennai
13562,2018-11-01,12 Months,8.39,Delhi
13563,2018-01-01,90 Days,2.94,Gandhinagar
13564,2018-03-01,60 Days,16.78,Aurangabad
13565,2018-09-01,12 Months,16.78,Nasik
13567,2017-09-01,6 Month,2.36,Srinagar
13568,2017-03-01,6 Month,0.59,Nagpur
13569,2018-05-01,24 Months and more,3.53,Mumbai
13570,2017-06-01,6 Month,2.36,Jaipur
13571,2018-07-01,12 Months,4.71,Delhi
13572,2018-10-01,6 Month,1.77,Chandigarh
13573,2018-02-01,30 Days,9.42,Shillong
13574,2018-03-01,6 Month,4.12,Shillong
13575,2017-09-01,60 Days,1.77,Srinagar
13576,2017-08-01,12 Months,2.94,Srinagar
13577,2018-12-01,6 Month,0.59,Bhopal
13578,2018-05-01,60 Days,15.38,Shillong
13580,2018-11-01,90 Days,8.39,Gandhinagar
13581,2017-08-01,24 Months and more,5.89,Gandhinagar
13582,2017-02-01,12 Months,10.6,Jaipur
13583,2018-06-01,24 Months and more,2.36,Bhopal
13584,2017-08-01,24 Months and more,11.19,Pune
13585,2017-02-01,12 Months,6.99,Nagpur
13586,2017-01-01,90 Days,7.07,Aurangabad
13589,2018-04-01,90 Days,5.3,Chennai
13591,2017-06-01,30 Days,4.71,Shillong
13592,2017-03-01,30 Days,9.79,Delhi
13593,2018-01-01,6 Month,5.89,Nagpur
13594,2018-09-01,12 Months,5.89,Shillong
13595,2017-11-01,60 Days,16.78,Aurangabad
13596,2018-10-01,60 Days,2.94,Gandhinagar
13598,2018-06-01,12 Months,2.94,Mumbai
13600,2018-06-01,90 Days,6.99,Ranchi
13603,2018-05-01,6 Month,6.48,Delhi
13604,2017-07-01,60 Days,2.94,Jaipur
13605,2018-09-01,12 Months,8.39,Nasik
13606,2017-06-01,30 Days,12.59,Gandhinagar
13607,2017-04-01,12 Months,12.59,Aurangabad
13608,2017-03-01,24 Months and more,3.53,Ranchi
13609,2018-11-01,30 Days,1.77,Chennai
13610,2017-01-01,24 Months and more,2.36,Jaipur
13611,2017-06-01,60 Days,4.12,Shillong
13612,2017-08-01,30 Days,5.59,Aurangabad
13613,2018-06-01,24 Months and more,15.38,Gandhinagar
13615,2018-06-01,12 Months,1.4,Pune
13617,2017-03-01,6 Month,10.6,Bengaluru
13618,2018-03-01,24 Months and more,12.95,Nagpur
13620,2017-11-01,30 Days,4.2,Gandhinagar
13622,2018-05-01,6 Month,5.3,Jaipur
13623,2018-11-01,60 Days,4.2,Shillong
13625,2018-10-01,60 Days,10.6,Shillong
13627,2018-04-01,12 Months,12.59,Srinagar
13629,2018-10-01,60 Days,1.18,Ranchi
13630,2017-04-01,12 Months,13.98,Pune
13631,2018-03-01,30 Days,5.89,Srinagar
13632,2018-09-01,24 Months and more,2.36,Ranchi
13633,2018-10-01,60 Days,5.3,Aurangabad
13634,2018-10-01,12 Months,12.95,Pune
13636,2017-05-01,90 Days,11.19,Chennai
13637,2018-02-01,12 Months,4.12,Nagpur
13638,2017-11-01,90 Days,1.18,Bengaluru
13642,2017-01-01,6 Month,4.2,Nagpur
13643,2018-02-01,6 Month,1.18,Gandhinagar
13644,2018-02-01,12 Months,4.12,Chandigarh
13647,2017-07-01,6 Month,4.71,Chandigarh
13648,2018-04-01,24 Months and more,4.71,Bhopal
13649,2018-10-01,12 Months,2.36,Aurangabad
13650,2018-10-01,90 Days,10.6,Chandigarh
13651,2017-03-01,12 Months,1.77,Srinagar
13652,2017-05-01,12 Months,9.79,Aurangabad
13653,2017-08-01,90 Days,7.07,Ranchi
13654,2018-05-01,90 Days,13.98,Chandigarh
13656,2018-01-01,24 Months and more,0.59,Bengaluru
13657,2018-08-01,30 Days,5.3,Delhi
13658,2018-04-01,24 Months and more,1.18,Gandhinagar
13660,2018-05-01,30 Days,2.36,Delhi
13662,2018-12-01,30 Days,12.95,Nasik
13663,2017-04-01,60 Days,2.94,Delhi
13664,2018-02-01,60 Days,5.59,Bengaluru
13665,2018-04-01,30 Days,4.12,Mumbai
13667,2017-10-01,30 Days,2.8,Ranchi
13668,2018-09-01,12 Months,5.89,Gandhinagar
13670,2017-02-01,60 Days,4.71,Delhi
13671,2017-03-01,6 Month,1.18,Chennai
13674,2017-02-01,30 Days,9.42,Mumbai
13675,2018-06-01,30 Days,0.59,Ranchi
13676,2017-09-01,60 Days,12.59,Nagpur
13677,2018-06-01,90 Days,2.8,Srinagar
13680,2018-09-01,6 Month,4.71,Bengaluru
13682,2018-07-01,60 Days,5.3,Ranchi
13683,2017-01-01,90 Days,6.48,Mumbai
13685,2018-12-01,90 Days,12.95,Nagpur
13687,2018-03-01,12 Months,5.89,Nasik
13688,2017-07-01,24 Months and more,1.18,Bengaluru
13689,2017-08-01,12 Months,5.89,Jaipur
13690,2018-11-01,12 Months,0.59,Mumbai
13695,2018-02-01,6 Month,3.53,Pune
13696,2018-09-01,6 Month,5.89,Nasik
13697,2018-04-01,24 Months and more,16.78,Aurangabad
13698,2018-10-01,90 Days,5.3,Ranchi
13701,2017-05-01,30 Days,3.53,Mumbai
13703,2017-04-01,30 Days,11.19,Nasik
13704,2018-04-01,60 Days,5.59,Mumbai
13705,2018-04-01,24 Months and more,5.59,Pune
13706,2017-04-01,6 Month,6.99,Chandigarh
13710,2017-11-01,24 Months and more,2.94,Shillong
13711,2017-06-01,30 Days,0.59,Bengaluru
13712,2018-09-01,60 Days,1.77,Mumbai
13713,2017-12-01,12 Months,16.78,Bhopal
13716,2018-01-01,30 Days,2.36,Srinagar
13718,2017-01-01,30 Days,1.18,Gandhinagar
13720,2017-02-01,24 Months and more,16.78,Mumbai
13722,2018-07-01,12 Months,2.36,Bhopal
13724,2017-01-01,90 Days,5.89,Nasik
13725,2018-12-01,60 Days,5.89,Ranchi
13726,2017-01-01,90 Days,4.12,Shillong
13727,2018-04-01,60 Days,1.18,Mumbai
13728,2017-06-01,60 Days,0.59,Bengaluru
13731,2018-10-01,6 Month,0.59,Shillong
13732,2017-03-01,90 Days,11.19,Delhi
13734,2017-06-01,12 Months,4.71,Pune
13735,2017-02-01,12 Months,6.99,Nagpur
13736,2017-11-01,12 Months,6.48,Srinagar
13738,2017-11-01,12 Months,1.18,Delhi
13739,2018-12-01,24 Months and more,1.4,Bhopal
13740,2018-03-01,12 Months,7.07,Shillong
13741,2018-11-01,30 Days,5.89,Chennai
13742,2018-11-01,24 Months and more,5.89,Gandhinagar
13743,2017-10-01,90 Days,4.71,Srinagar
13746,2017-11-01,30 Days,7.07,Jaipur
